user_id,product_id,rating,time_stamp
AGHBEGHQU0TLR,B0054U6CEE,5.0,1384214400
AKW9PX75BIILO,B008Z2661W,2.0,1374537600
A2KCPV510RDRAF,B003LNNOCO,5.0,1299456000
A337MBC5A62QXL,B004TS2AP2,5.0,1355270400
A2M5NPMPO301BI,B003EHT6YC,4.0,1388448000
A3F4RRTGY0XTI3,B008D2POAS,5.0,1346889600
A18W00RQM2B0NO,B00007E7JU,5.0,1397952000
A1O7Y6WK71XXSD,B003LVZO8S,5.0,1359158400
AQ7ZJKBIV2NOR,B00AZR68FY,5.0,1399334400
A4E3LF4OJC5MA,B007RRPPH2,5.0,1379635200
A3PCYCSO2KOB6T,B000C5ZMAG,4.0,1378339200
A2ZMI4YIJKQJ4Q,B0032ANCP0,4.0,1309824000
A3PY0XN5WXUXKT,B004M4S73M,5.0,1321574400
A1ACAALYJIDMXI,B005FDJBMK,5.0,1322956800
A148DTBVRHXKY0,B003Z2NIH2,3.0,1362355200
A3JFQWIEU3VGJN,B003ELYQGG,3.0,1377734400
AUNMN05YAOAAT,B000HCNFD0,4.0,1393718400
A1676CYPYG5XHT,B00004VX39,5.0,1233878400
A3V3TUYKTACW0Y,B00081NX5U,4.0,1357948800
A8KTLJW0V6LPC,B0017XMN7C,5.0,1382313600
ALXYFW2S2VJQ7,B002SXMRO4,5.0,1374537600
A1SJWRHEN9RJ5H,B002WE4HE2,4.0,1404432000
AYHCIPDM1ZC2M,B000X24ISU,4.0,1270339200
A1C1TNVSZAZA4E,B003ES5ZSW,5.0,1354924800
A1ZK2DOABS56RF,B004EWEZKQ,1.0,1390867200
A2LDG3UKGVN65O,B002BDTLWC,1.0,1292544000
ATPEB7BCA7E0X,B000V75OIK,3.0,1338249600
A17C7ASRL0TXHF,B00005T3XH,2.0,1169078400
A2PNOAI5YLCQXR,B007ZG32I4,4.0,1392336000
AZ7RHHSUPPW34,B0001DJSYU,4.0,1109289600
A1CXF553SPUJGQ,B005NGKR54,5.0,1358553600
A3077MQTAKOVFZ,B00BBDKNQG,4.0,1372636800
A3A9N56CPJKT9B,B005Q6ON1K,1.0,1362960000
A2HGXLIYTXMPCR,B000WH6H1M,5.0,1397174400
AZ6RDNA88UHWY,B001UE6MIO,4.0,1325980800
AQIONCO108IFE,B00711ST5O,4.0,1390521600
AOLPZ270S1O2W,B0057FRTPW,5.0,1337731200
A1352CY7YSYAJS,B001IEXOFK,1.0,1346371200
A3V2I5YXCFLHCS,B002G9KJEA,1.0,1384300800
AL3SVXMQHDIQF,B00004ZC8Y,5.0,1386374400
A1A0JA47QHWHLZ,B00JG59X9O,2.0,1400976000
AK5K8T15BYFD7,B009MALF7G,5.0,1403395200
A17KZSU1EHAB3X,B00416OBWC,3.0,1386374400
A10DBRZT33A13E,B003DZJQQI,5.0,1349481600
A3BCQAPBQDBAXS,B005OA6276,4.0,1370995200
A14F8VR0QCU3QR,B002LC2DQ4,5.0,1365120000
A9TZDRKYTFR3,B00C4RT5BW,3.0,1369008000
A25VJ48VZP40QW,B005IQSSJG,5.0,1291075200
A2LGGKMLUDG9QN,B002KEA9RS,3.0,1362182400
A3V0NS2UB8H0BB,B0016P48UQ,5.0,1391040000
A32QOZWIKQDNZX,B000VTGZA4,5.0,1256083200
AU3RY2HFOY77T,B007OY5V68,5.0,1352592000
A3J74KGB1MO11V,B00A34TU7W,5.0,1403222400
A1AFP9LG1TPX93,B002LARYGA,5.0,1268006400
A1EUO0BU72JR7T,B0002E3FBK,5.0,1313971200
AIN8XM4L3SBXN,B007WR0EP0,5.0,1365984000
A2KGN0R0EY6S4Z,B00969VBRC,5.0,1402617600
A25LWVKIUQXLDK,B004LPW2LA,1.0,1346112000
A1YA6EYCAF3UCE,B007SA0B9U,3.0,1342137600
A1H3X8XP0MLT3R,B004VFJRLI,1.0,1379808000
A1D9HDS9JMEVUF,B005CRVAKU,5.0,1397779200
A3V3HKFIDGXPN3,B005NG72SE,3.0,1381881600
A4R810IWWQST4,B0083BCDFS,5.0,1387929600
AM88BGWAAGA3G,B00ATSUWNS,5.0,1365897600
A3IL7PZLT88O5M,B008AF383S,5.0,1390608000
AL9Y4FJZFUJ1N,B0076POASA,5.0,1405728000
A3Q5Q6PTL33L1,B002SSM5AU,1.0,1330560000
AU3GYRAKBUAEU,B004QZASJ8,1.0,1303948800
A1A0J44C1LNCTD,B002LB42NM,4.0,1364428800
A2TWHEQLTFAWD2,B008AHTO20,4.0,1402185600
AST1TZKVV0077,B003VTVKI8,5.0,1369267200
A3OLOFU0CSQAZP,B000F28DP2,5.0,1372723200
A7MQ1BEKANYLU,B004T9RR6I,1.0,1404345600
A1M5FEUHT4XYI8,B0025ZH43O,5.0,1354060800
A3032FFG3F850W,B00D9UN5Z0,5.0,1392422400
A3Q0RXD8OVI7A1,B002P9PC0W,5.0,1373500800
A2COYCSZWC2XW5,B00008N6YK,3.0,1137369600
A3VODTPSAZTV30,B002MAPRYU,5.0,1396483200
A2TUL1U56VMPJJ,B003ZHTNNK,5.0,1385424000
A3OMW3USYM0UZ4,B004N8ZQKY,4.0,1400112000
A13JODK0GW6SE4,B0007M3PKI,3.0,1112659200
A3PR8HLA0K075T,B002SUCMUG,2.0,1364515200
A2RU2UT8SVYX35,B00483WRZ6,5.0,1311206400
A1SWN4FKILL03K,B000IM88EA,4.0,1168214400
A1Z72EAED0VC75,B009D79VH4,5.0,1401321600
A1VUYZWKF58T50,B001CHM3VO,5.0,1248307200
A3TM3HHLNOF3JL,B002JMZPY8,5.0,1325980800
A25GZESI7GK8AY,B0088LYCZC,4.0,1387238400
AWXBYO890YSQW,B0074BW614,5.0,1347926400
A2XN0OHKE98QNB,B000QHOB4S,1.0,1322870400
AG2XW11U5UGMJ,B003FVJYF8,5.0,1380240000
A9HRAI4WWR5G6,B00224ZDFY,5.0,1267574400
ALNFAA0XTWP7G,B0071BIQZC,5.0,1389312000
A1LEF0R2HPNOOY,B005FDXMJS,1.0,1398211200
A1CZKAV38L9P2K,B004HO6HYS,3.0,1369872000
A3NCIN6TNL0MGA,B00006HOLO,5.0,1104883200
AJTKW7CBUJA56,B000N8MW8W,5.0,1344297600
A3NRL9YRWYH0YX,B003DKQB02,5.0,1371513600
A2D4U992GODEPP,B004R7CIBQ,5.0,1331942400
A23LKM9X8Q0J4J,B006PU81QE,4.0,1362182400
A2QYXQ8Y1L2NXD,B00456V6WG,3.0,1397779200
A2DH5474ELF858,B006X7KLEO,3.0,1372204800
AC0I9C7XYG3X7,B0069SN6IK,5.0,1326844800
AGV4YW4YBDPV5,B0042BUXG4,3.0,1358121600
A1WKFRPHBXNYQF,B008CS5QTW,5.0,1366502400
A1FNQR1HWRJI5F,B00836XRZ8,4.0,1367366400
A1AN0BYHTPPKZK,B005SSMT8A,4.0,1360972800
AEMT9TULKZXCJ,B007G5NNOW,4.0,1373673600
AWOBFURF3D5BX,B00BD7UVPI,5.0,1381881600
A2K30TFQ3269U4,B004GF8TIK,1.0,1384387200
A3V52OTJHKIJZX,B00AMBQ0S8,5.0,1390348800
A1WAEATUU7F3GP,B005MI8NQ8,3.0,1321488000
A2XZFXWPFVRKP6,B002LBZI3A,5.0,1310601600
A2SPYTCUM93BPO,B008QZTJH6,5.0,1401148800
A2Y3F3C8N63JD7,B004P1IN8G,3.0,1315180800
A1Y1AUL8LG5FZL,B003E81R2U,5.0,1336608000
ACHNM2BX18F1N,B0034CL2ZI,5.0,1350777600
A1RWT66TGABLKR,B001NPDKU8,1.0,1244592000
A3RDFY4OLLIFC,B0024I8KZ8,5.0,1281312000
AZK6RIAEPOXG7,B0085E4WQQ,5.0,1398470400
AM1573SAPQA02,B0094R4PBU,5.0,1380585600
A2RKCU165GQRA0,B00CZ8J592,5.0,1386288000
A2V2CV2CPNMYDJ,B004FLJ4YI,5.0,1346803200
A1DP7PIK1WPB3P,B005DSPLDA,5.0,1389052800
A35ZDHUQPJNZXN,B00CP0I474,5.0,1404777600
A3GF9O3OVQ7Q8,B003QCOKGO,3.0,1282608000
A2T59717CRAJ6H,B008ORT9OY,4.0,1366761600
A2GKOLNCJ0C6AB,B003O1UYHG,5.0,1384646400
A3DQQ7AKLFVCPI,B000EBK3FW,4.0,1226966400
A9BKIPTBOUDSV,B008J7IJOK,4.0,1356566400
AIU38VS4MVE1W,B0013WGZQW,4.0,1228176000
A1WBEIH7Z37LN9,B00GA562HO,2.0,1402617600
A2P4DZ9LG66F7M,B001G1ZPV6,5.0,1293494400
A32M3NV9464KEA,B00DCEPKJ2,4.0,1405728000
A349DY95PFNT3D,B00AWZFIUU,3.0,1386720000
A1031R8HD3E4GL,B0007KQUP2,5.0,1118448000
A2A90RH0B0IE6Q,B004QQY2JO,5.0,1368489600
A1RS57ROUR2H02,B0013MT5H8,4.0,1332288000
AYEJSQF3H7OE9,B001U3Y6AQ,5.0,1371772800
A3HBFE1BJP23MX,B005755U0I,5.0,1329609600
A1UUQ1GHSO2QTU,B00CTEK6FO,5.0,1384905600
AM4F0XPIP3EAV,B002PHLZXC,5.0,1282176000
A3LX2WMATPW1XA,B005CLPP84,1.0,1328140800
AWXIAMX5Z80JJ,B00HL4MEG6,5.0,1404777600
A3O7NJMDAL2S4A,B001SJEGDE,5.0,1355184000
AOJPDOKLHSUPD,B00BQ4SBSM,5.0,1373846400
ALSE77B22D2DV,B0073W281W,3.0,1404950400
A3FKIAZJOB3PGV,B003B20JDW,4.0,1353888000
A1CWTFMV1N1L9M,B009WU5XUG,5.0,1376784000
A3F8R7D1LJGVXR,B00F3SOHNU,5.0,1400803200
A1OPCXHWGP30QU,B0027AARP4,2.0,1348963200
A301KSX8KQZDHN,B003L1380E,5.0,1379203200
AP5710AVNQA4S,B001FVLTNA,1.0,1230249600
A3MJ1OH04JQNQF,B004D5GXOA,5.0,1389830400
ASYDTVIFCTZUC,B00AQDG99M,1.0,1394582400
A339TXKPL0JJBW,B0054JGGB4,5.0,1318550400
A8K7EQEOJDIRK,B001DU1ZHS,5.0,1323216000
A17E6N8V6XNRD8,B0083HZ3PY,5.0,1364947200
A1THM9G2SV77I5,B001U84F7K,2.0,1260057600
AY20S8XS9799P,B0082YEH8M,5.0,1377907200
A150U5YTK1GU84,B000OH48J8,4.0,1386460800
AZFZM3MAHRHQO,B0044QL8I4,1.0,1319500800
AZ8TEDY8FEEP3,B001MSU1HG,5.0,1362960000
A28JBLYZSQRJ5Y,B003ES5ZR8,4.0,1371945600
A1RHH9ZXRGTUSS,B000BKJZ9Q,5.0,1201478400
AO6DFAJQU3J81,B0053NBLFW,5.0,1384992000
AW0Y7V8IL5TAY,B006L38YTY,4.0,1393286400
A3M67BHA67S49G,B001405BVI,3.0,1392422400
A10HH1P3OW91IU,B00BGA9WK2,2.0,1384905600
A2BZ0W2FRT8S4K,B0023B14TK,4.0,1244937600
ATLGDO4DXE7EE,B000CNAEEW,4.0,1388102400
AUYBAV9NS20P5,B0007M0VWS,5.0,1365033600
A50L19N0HMBG4,B003CJTR82,5.0,1353888000
A9Y9MR6JDMWXV,B0000632GG,5.0,1243468800
A359N9FF0X12QO,B004WISMY2,5.0,1364688000
A2PQR2O9Y0KQ6Q,B008OIH4DQ,5.0,1356480000
A11EY6PEXCT2I1,B006P2XJGO,5.0,1404777600
A2Q59UWG9HKE5Q,B00DIHPUBG,1.0,1393545600
A35FYRLI3PU8L1,B0039JBXSM,1.0,1389312000
A2AQ2MZMW6LYGT,B0038NPRTA,1.0,1359244800
A2EYKTOAACNCTG,B004SWEL4C,5.0,1304035200
A3A6RLH3M2OEN8,B0076ATRAQ,4.0,1373414400
A2NXFO560QWY0W,B007JOO4YS,5.0,1355356800
A29BPJU0QWHL0O,B002V17U54,3.0,1376006400
AD8MTPO76AYGB,B0000645RH,4.0,1281916800
A20X5SWV0WJV9K,B00C5B1844,5.0,1390867200
A2MY96EY8I6ZP5,B001U7B2AO,3.0,1329264000
A30BJV1T2YQHL6,B007EHI1DK,1.0,1356652800
A3QPAJZWMHOJDP,B003QK1VK4,3.0,1356393600
A1CIUI32P2UOED,B003DPQ0SA,4.0,1308355200
A33GHSRT0TF053,B001AZP8EW,3.0,1288137600
A3ZUHW139BZN2,B002M3SOC4,5.0,1269734400
A2HH0W2F9RNUEE,B000KL0IEM,5.0,1404518400
A2BW9K8USLTDFK,B009SYZ8OC,5.0,1372204800
A2EW0WANQOYB8T,B000X9O8SI,5.0,1395619200
A3JIISGZOAMJKT,B0041686QY,5.0,1390780800
A19MGLYMU3MMZY,B000067SMH,5.0,1382054400
A3BMGJ2KY9W0QP,B00BWRX1MO,5.0,1385596800
A3I2ZZ5BGCMZ9J,B00093IIRA,5.0,1192752000
A351C9UMU01DEZ,B008LHUPX6,2.0,1376697600
A2VTK29CIDIBTK,B00G3Q46DC,4.0,1397692800
A11AH9BLGP51Y9,B0092KANGA,4.0,1357344000
A2P57TD3Y8COPD,B000NZKX4K,4.0,1203379200
A11J83VJNT7NEK,B0012Y02CE,2.0,1351296000
A1UKJXAUK4Q4PI,B005GZS51U,3.0,1376697600
A18SMUR41E3R25,B00B588HY2,5.0,1389052800
A1V7PX9NWF0PON,B00387G6R8,4.0,1374451200
A1CS2YENERK2ZI,B001EQ4BZE,5.0,1231632000
A2YNETZWVIAV5A,B00HZE2Y8K,4.0,1404518400
A212K1K7634N4H,B000WR3Z3A,1.0,1399766400
A1JPF1XRAC4CTW,B0095D2D3U,1.0,1379030400
A287SP0E83C6BT,B005O3YS38,1.0,1370563200
A2CMJZVMGETKZ9,B004IV7BHW,1.0,1391817600
A3V0O2F38NJZ6S,B001MRYTJS,5.0,1321574400
A2I9H8CREHXA5E,B004Y0ERRO,5.0,1331942400
A27B1AVY8GO65O,B009N1RV9U,5.0,1401753600
AD09JOKQYC5TT,B0029N3U8K,5.0,1382140800
A10GNVEA431QQ,B004HCO4GI,1.0,1327536000
A1F9M5YFF6U8WY,B007BY3PBE,5.0,1381276800
A22H2G3LC1MDTD,B00834SJSK,5.0,1373587200
A5TQTRO9TIPML,B002WE6D44,5.0,1364947200
A2MSA472LQWJMN,B000JNQSIQ,4.0,1365292800
A1W7AVICB1HML3,B003BYRGJU,5.0,1358726400
A3TVRPZ3XQ7PC6,B00ELPSEVW,5.0,1393891200
A2BJ9I0BQ1LH5S,B0093GIME8,5.0,1363478400
A2R5MYJIHBIQNH,B004R0RQ8S,5.0,1404864000
A1869TXRDK3FL6,B002FU6KA2,5.0,1363910400
A1PVLU8996K6E5,B001E1ECOE,5.0,1243987200
A249VMQEV1E4J3,B0073FE1F0,5.0,1367452800
A16R2ZOO082AQZ,B0053DDNW6,3.0,1375747200
A2BO4XUK36TN1Y,B008QUG97E,3.0,1370649600
A2KPAGF6JSLK1B,B0025ZKAK8,5.0,1265241600
A1UGJ55EX6WOUU,B00GPWHQBS,5.0,1389830400
A130UTVHAJ1RQD,B0000C73CQ,5.0,1383004800
AALMJSMN4S2LN,B008XXVVK4,1.0,1397692800
AOZVAFT9KOZVA,B002ANRUXK,1.0,1389052800
A330XS1I9EL65U,B00AFYH5RM,4.0,1366243200
A2HPF56C5C13I1,B002IS2636,4.0,1298764800
A3WEMRSMDXRJX,B003DZ1684,5.0,1389398400
A2PZUDAG7GVIVF,B0018MEBNG,5.0,1282348800
ADL68HG1KG4YG,B000EDK8V4,5.0,1167264000
AQR4HPVSOPS08,B0049LBJ56,5.0,1368489600
A3FNQXSFZPFELU,B0041OSQ9I,5.0,1314057600
AYBZSY7BT3DUY,B00428C1I0,5.0,1291075200
A1G62I11MYUUFL,B0085HOM4K,5.0,1381104000
A4XHVDCCR1S2A,B0043M6F14,5.0,1329264000
A2HPI6WJATPSHP,B005DOKIYG,2.0,1389744000
A3ALW2PL3R2012,B0001XE0PC,5.0,1244505600
A1V9FV201XEJTA,B009XJYYB0,1.0,1361577600
A11GI7PB58S0IX,B004HXGJ3S,1.0,1326412800
AURMWKKEZ2YK1,B005I6EUHA,2.0,1323820800
A2PSKBMPNYSOL0,B002RCLYXG,5.0,1370476800
AW1V33G2OOJ61,B0062FZ32C,5.0,1403740800
A3S1ST0DOVPH55,B003102Z5O,4.0,1273795200
A25SJ6RIMLTO8U,B000WL6YY8,5.0,1323302400
A18T2KC6OVTBR,B0041G5XFQ,4.0,1292889600
A2UUS5CMDXZN8B,B000OAHOVO,3.0,1385683200
APWIU5LQ7C8L8,B004I9CXHW,5.0,1380412800
A1NQNE6YDD8JAE,B002K9IGDC,1.0,1285891200
A1QU1XMAEC2R7A,B0024R4B5C,5.0,1391904000
AHUI27W6LMNB7,B00906HOEK,4.0,1355529600
A3B87P7TIWX3XX,B004DI4KT2,5.0,1318896000
A18LURVBV82KW2,B00JC5Y6WM,5.0,1404172800
A1GNFEMJ3EZGXS,B002KL0VY2,5.0,1392595200
A3VY425MFTDN9H,B0058AH2US,5.0,1373760000
A2K3Y0D9HKTD6G,B000UF0EII,5.0,1205107200
AD48BKN6PR9NA,B0086NY4AK,4.0,1362787200
A16KV234DPJB9J,B005FVNGRI,5.0,1324080000
A341BDMW8MQ65P,B004X1SFTA,5.0,1366243200
A1U326F7V11W5D,B002WE6D44,5.0,1326153600
AP61J2X3QMBIR,B0007MXZB2,5.0,1159488000
A1KHIUEJVRJEYU,B002OITFWU,3.0,1390867200
A17G0MWKGA5ITO,B0017JY5FE,5.0,1383696000
A1R7GCBUT70CM1,B000JSZ41S,5.0,1261267200
A32O3DKOLCF6JQ,B00C5DAZZK,4.0,1395014400
A338M3AOMIZA6R,B0035PBHX6,5.0,1382140800
A3YILFDC2SGNI,B008GGB342,5.0,1361750400
A2MFZIBLFZ61CC,B001XU8RQK,4.0,1260835200
A2BEVLZ5RW4JZU,B0047T79M2,4.0,1305504000
A2A7CBPDEIMX3F,B007I5JT4S,5.0,1390953600
A3M3LZEA9N3XCC,B00CV9MPW4,2.0,1396137600
A5FXC6PM8VJ6G,B008CXTX7S,4.0,1357776000
A2NG2WF16YPH4U,B00A4LAZMS,5.0,1390348800
A1OHA6DK5CRJQW,B001EYJ92G,1.0,1355529600
AC7XE9DH04SH5,B0010D37ZG,5.0,1404950400
A281EHBOADWCCP,B001EU2Q9S,4.0,1321401600
A2PBYXHVA314PU,B0014VY28A,5.0,1347408000
A31X0C345WKWQU,B005CLPP8E,5.0,1386115200
A1PP3WRCAJEUMQ,B0013LOUC4,5.0,1270771200
ARH3LYSMVA7N9,B005PQTYHE,5.0,1393545600
A2YKZDC9G0TPWF,B003LL17HK,4.0,1307577600
A241H8DZODWQE2,B0042TA9WY,1.0,1312416000
A1ANK8ZVPWIL1P,B00005N5WW,3.0,1359590400
A3I4RO78CJ4U4Z,B001A4LVYY,5.0,1231459200
A3QTMD5KPYY99E,B001NJ0CYG,5.0,1369180800
A1A6A9U2QTBK04,B008J127XK,5.0,1346889600
A1FBN6OD1RN5SB,B0032JTPMK,1.0,1274659200
A1TQZUSOU22E9M,B00AM4A87O,5.0,1362787200
A3OEREMPX9EJJ2,B003UIRBH4,5.0,1278115200
A1R4JYY9NU9MS,B0074BW614,5.0,1352505600
AQRUCQ5DZX0QA,B000YHM5FC,3.0,1204934400
A27POMCW297RF4,B0045U3USK,5.0,1325203200
A3OHKX0EVUDYSM,B001EQ4C8U,5.0,1379289600
A7P9BDCIWTXZ1,B0036OR91A,5.0,1345507200
A1XB0E8GSI27FX,B000QUUFRW,5.0,1382832000
ASODJUCJEKRRE,B007FH1KX2,2.0,1368921600
A31QYFL810FAW,B0007PZ8SM,4.0,1124668800
A2EIX97NO13VUM,B0057OCDQS,5.0,1404345600
A4T5MIQU2IAT7,B001LMDNAK,4.0,1295049600
A2WITXQNN8UT26,B001CBPYAM,5.0,1392854400
A3BKW85MXDRKFF,B002DS4HTM,1.0,1396224000
A2KOS99TIVAUIE,B005TJAXN6,5.0,1362528000
ACLEBOOTRU7RS,B00012IKNQ,5.0,1358726400
A8TR8P1K3CX6Q,B0084375T4,5.0,1388966400
A1TPV3MJB06QQZ,B0043M66XG,5.0,1370131200
A3NODSYG0KLUY9,B001N9X4CS,5.0,1382313600
A2LJZJSSH3UPRA,B002LITG7M,4.0,1321142400
A29WEVMCAPEEPI,B006BACP6A,5.0,1380240000
ANIBF7MXHFEO7,B004DEKH84,5.0,1392854400
A2B0TKLTIGPFTL,B002OHDJPK,5.0,1371168000
A2GZ5SVHV73X4P,B00C5DAZZK,5.0,1402876800
A1B36UO0UWF1WU,B003L9QQ28,2.0,1302566400
A28GB5PZ6ANMRK,B00C99MUHQ,5.0,1386979200
A61UIWC9N8CJK,B00489SLEQ,5.0,1304035200
A1XJGC4H9IIRC6,B0097BEFWC,5.0,1393459200
AZL8PYUVSI2LC,B00H6BU3J4,4.0,1400025600
A26NG0AVU5NFI4,B000BK107G,5.0,1198368000
A2QXEUHUOEHGWN,B00FZ9SMVU,4.0,1393804800
A1952KDC0PT472,B004GJ5QI2,3.0,1311897600
A2F6VD4PF0HL2L,B005DLDO4U,5.0,1357430400
AXDAAKRV7OUUI,B0014JLPUU,5.0,1229644800
A2A7RNOBNSTMA5,B005LFT3GG,4.0,1396915200
A38BLF1LARYG9K,B000VWPULQ,5.0,1382140800
A2AF0NOCM71J0B,B008Q60VZ4,5.0,1294876800
A3T8WWZ0IBNU1J,B0096T97OG,5.0,1358812800
AM0U2PPG4P7IJ,B003BC08CY,5.0,1320969600
A3OLXC5AKUYOO0,B007OLJDZG,5.0,1360540800
A3NOQKPD0YZ3SI,B0060NG27G,5.0,1363824000
A1QMHMW7EZBWTZ,B007IMPMW4,3.0,1383177600
A9K0X8S10T8MQ,B001R4CJS4,3.0,1299456000
A2U05FVL7EN156,B00005R8PV,3.0,1015804800
AHODW61N5OXN0,B001BK54RM,5.0,1377043200
A8WC5U8YXA7X0,B000F9YN22,5.0,1405036800
A1DB3HS3737OO4,B0012JCZYM,1.0,1216944000
A3DK5G7UGQ12Z3,B00GWL0Y8O,2.0,1402876800
A2RFC9D21D2VDE,B004E8X6FU,5.0,1319241600
A3KM3HKLJI4GPY,B000R9AAJA,2.0,1235174400
A2HNZ0STV07VWR,B002ZIVKAE,5.0,1352246400
AOZSZX0G3MHPG,B0023ZK2TY,4.0,1296172800
A3EODW7QH5RZ7P,B00126NM8I,4.0,1374105600
A1D0TQ820LQ91Q,B00B8DQV92,5.0,1392163200
ALR35EFI69S5R,B00004XP73,5.0,1026518400
A3O3S1YD6TUNR6,B003A9L4NK,2.0,1282780800
A1NE2TP9KGKA1T,B0002MKBI2,5.0,1243814400
APFQSGJP0S7E7,B002EEAGH2,5.0,1264896000
A2MDABI5A4VT4J,B0001VGFKW,5.0,1372809600
A3U1QIJ6MHBL73,B003VANO7C,4.0,1369180800
A1F5KPX28ZXOOJ,B0036E8V08,1.0,1397174400
A120V2TNZBAORA,B004S8A6SQ,1.0,1332288000
A13LFSPBQGSZKO,B00AH58I0C,1.0,1388793600
APEOFMQKGIQE3,B007B31IAK,5.0,1371686400
A3N4I2KRSMACW8,B001VIPUFU,2.0,1358899200
A3NF6ATJQPFAUS,B009XJX952,5.0,1389139200
A2MBP868BQT0AZ,B002921IDU,5.0,1392422400
AL9VKODB44IYK,B0012X43P2,4.0,1362528000
A3UMK4VM4G8SRX,B007M58WWO,5.0,1389139200
A2FRB10F51KIUC,B00KFSCWR6,2.0,1405296000
AISN6HORBXNHR,B007136D46,5.0,1369008000
A2Y2WK19EY00V4,B00948FSH4,5.0,1404950400
A2U0YB7CLSSGJD,B001MT3FMI,5.0,1401753600
A2ZJO91ERALHHB,B001E1Y5O6,5.0,1375920000
A31S7LWPT0MUUQ,B002ZE4TDI,4.0,1357948800
